                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.1849,                0.78007,                0.78271,                 1.4759,                0.90287,                0.90425,                0.95496,                0.66447,                0.90034,                0.91399,                0.95492,                 0.5496,                 1.0463,                0.57558,                0.72422,                  1.449,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.1527,                0.75605,                0.77007,                 1.4525,                0.93016,                0.93385,                0.96859,                0.67533,                0.91285,                0.91829,                0.96093,                0.54131,                 1.0495,                0.56378,                0.70274,                 1.4932,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.1199,                0.77881,                0.72814,                 1.4094,                0.89332,                0.91231,                0.95534,                0.69975,                0.86887,                0.87661,                0.93779,                0.49309,                0.98172,                0.62645,                0.67949,                 1.4311,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.1052,                0.80651,                0.73785,                 1.4082,                0.93625,                0.91436,                0.96524,                0.71397,                0.93965,                0.89883,                0.97135,                0.51495,                0.92039,                0.63776,                0.66862,                 1.3727,               0.001505,               0.001505,               0.001505
                     28,                 1.0899,                0.73964,                0.72189,                  1.402,                0.91011,                0.90609,                0.96637,                0.70888,                0.93329,                0.89105,                0.96652,                0.54969,                0.96704,                0.60446,                0.65333,                 1.3864,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.0892,                0.76758,                0.71402,                 1.3954,                0.93907,                0.89883,                0.95783,                0.66873,                0.91062,                 0.8716,                0.94447,                 0.4954,                 1.0673,                0.61022,                0.73518,                 1.4617,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.0737,                0.73379,                0.71121,                 1.3823,                0.96921,                0.94553,                0.97676,                0.73632,                0.96724,                0.94163,                0.97854,                0.59259,                 0.8813,                 0.5691,                0.62007,                 1.3327,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.0856,                0.76607,                0.70965,                  1.379,                0.92417,                 0.9484,                0.96697,                0.71597,                0.90513,                0.92813,                0.96212,                0.57528,                0.93569,                0.55168,                0.63248,                 1.3647,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.0922,                0.74833,                 0.6967,                  1.393,                0.95326,                 0.9523,                0.97804,                0.75666,                0.93844,                0.94901,                0.96826,                0.57032,                0.85088,                0.57268,                0.59907,                 1.3214,               0.001406,               0.001406,               0.001406
                     33,                  1.019,                0.74249,                  0.668,                 1.3142,                0.95111,                0.94553,                0.98224,                0.73865,                0.94099,                 0.9144,                0.96719,                0.54126,                0.87887,                0.59659,                 0.6059,                 1.3075,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.0556,                0.75721,                0.67129,                 1.3169,                0.96841,                0.95412,                0.97204,                0.73919,                0.96758,                0.94942,                0.97915,                 0.5418,                0.88566,                0.59334,                0.59606,                 1.3079,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.0313,                0.77967,                0.65484,                 1.3439,                0.98004,                 0.9552,                0.97687,                0.75944,                0.97983,                 0.9449,                0.98168,                0.53401,                0.83059,                0.60329,                0.57064,                 1.2804,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.0292,                0.72788,                0.65504,                 1.3436,                0.97613,                 0.9572,                0.97837,                0.77624,                 0.9684,                 0.9541,                0.98074,                 0.5754,                0.80055,                0.55843,                0.53689,                 1.2567,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.0176,                0.75033,                0.65052,                 1.3161,                0.96495,                0.94553,                0.97728,                0.76476,                 0.9552,                0.93385,                0.97308,                0.56337,                0.80232,                0.55203,                0.54873,                 1.2479,               0.001307,               0.001307,               0.001307
                     38,                0.97303,                 0.7447,                0.63183,                 1.2932,                0.96652,                 0.9572,                0.98348,                0.79459,                0.95804,                0.93774,                0.97433,                0.58183,                 0.7272,                0.59703,                0.52459,                 1.1876,              0.0012872,              0.0012872,              0.0012872
                     39,                0.95815,                0.76544,                0.61646,                 1.2833,                0.95897,                0.94942,                0.98243,                0.78692,                0.94374,                0.94163,                0.97504,                0.56748,                0.77219,                0.60098,                0.53582,                 1.2313,              0.0012674,              0.0012674,              0.0012674
                     40,                0.92936,                0.75157,                0.60034,                 1.2777,                0.97566,                0.93583,                 0.9834,                 0.7887,                0.96755,                0.92805,                0.97691,                0.52004,                 0.7194,                0.63195,                0.50979,                 1.1928,              0.0012476,              0.0012476,              0.0012476
                     41,                0.94497,                0.74745,                 0.6141,                 1.2881,                0.97567,                 0.9361,                0.98251,                0.79388,                0.97332,                0.93385,                0.98089,                0.59535,                0.73386,                0.56557,                0.51288,                  1.186,              0.0012278,              0.0012278,              0.0012278
                     42,                0.94286,                0.75847,                0.60799,                 1.2563,                0.98121,                 0.9572,                 0.9898,                 0.7834,                0.95698,                0.94553,                0.97962,                0.51625,                0.76113,                0.63694,                0.51915,                 1.2124,               0.001208,               0.001208,               0.001208
                     43,                0.94754,                0.73139,                0.60459,                 1.2557,                0.96797,                0.94062,                0.98052,                0.78442,                 0.9478,                0.91846,                0.96245,                0.54915,                0.75904,                0.62249,                0.51562,                 1.1933,              0.0011882,              0.0011882,              0.0011882
                     44,                0.91607,                0.72132,                0.58997,                 1.2376,                0.95967,                 0.9572,                0.98501,                0.79388,                0.94866,                0.93459,                0.97136,                0.56268,                 0.7496,                0.55301,                0.50665,                 1.1797,              0.0011684,              0.0011684,              0.0011684
                     45,                0.92234,                0.74628,                0.58788,                 1.2311,                0.97629,                0.96115,                 0.9844,                 0.7731,                0.94864,                0.93433,                0.97248,                0.55021,                0.74482,                0.58844,                 0.5064,                 1.1755,              0.0011486,              0.0011486,              0.0011486
                     46,                 0.8855,                0.73325,                0.58128,                 1.2265,                0.96789,                0.96109,                0.98592,                0.80092,                0.96661,                0.92607,                0.97703,                0.58718,                0.68724,                0.54683,                0.48679,                 1.1634,              0.0011288,              0.0011288,              0.0011288
                     47,                0.89847,                0.74128,                 0.5696,                 1.2387,                0.96008,                0.96109,                0.98132,                0.80882,                0.95619,                 0.9572,                0.98128,                0.57153,                0.68762,                0.59628,                 0.4881,                 1.1362,               0.001109,               0.001109,               0.001109
                     48,                0.87698,                0.71061,                  0.566,                 1.2155,                0.96263,                0.96498,                0.98391,                0.80019,                0.94322,                0.94553,                0.96527,                0.57542,                0.72191,                0.59922,                0.48023,                 1.1531,              0.0010892,              0.0010892,              0.0010892
                     49,                0.88247,                0.71561,                0.57266,                 1.2076,                0.95652,                0.96498,                 0.9873,                0.80654,                0.96649,                0.92218,                0.97231,                0.58948,                0.66282,                0.56358,                0.47421,                 1.1222,              0.0010694,              0.0010694,              0.0010694
                     50,                0.85968,                0.74455,                0.56021,                 1.1847,                0.96767,                0.96887,                0.98939,                0.81582,                  0.952,                0.95331,                0.97868,                0.57262,                0.67862,                0.57383,                0.47002,                 1.1232,              0.0010496,              0.0010496,              0.0010496
                     51,                0.86384,                0.71716,                0.56104,                 1.1904,                0.96501,                0.96887,                0.98937,                0.81552,                0.94564,                0.94942,                 0.9769,                0.58082,                0.66073,                0.59848,                0.45222,                 1.1117,              0.0010298,              0.0010298,              0.0010298
                     52,                0.85056,                0.73242,                0.54769,                  1.203,                0.97951,                0.96498,                0.98701,                 0.8151,                0.96361,                0.94942,                0.97096,                0.59648,                0.67678,                 0.5566,                0.45378,                 1.1188,                0.00101,                0.00101,                0.00101
                     53,                 0.8409,                0.71267,                0.54215,                 1.1964,                0.96934,                0.96887,                0.98749,                0.81672,                 0.9615,                0.97178,                0.98785,                0.59091,                0.65854,                0.55259,                0.45308,                 1.1185,              0.0009902,              0.0009902,              0.0009902
                     54,                0.83237,                0.70655,                0.54103,                  1.178,                 0.9578,                0.97141,                 0.9898,                0.82711,                0.94428,                0.94942,                0.97892,                0.55824,                 0.6575,                0.57923,                0.44784,                 1.0981,              0.0009704,              0.0009704,              0.0009704
                     55,                0.84703,                0.70353,                0.54967,                 1.1697,                0.97239,                 0.9572,                0.98916,                0.82264,                 0.9682,                0.94942,                0.98565,                  0.601,                0.63939,                0.53791,                  0.452,                 1.1003,              0.0009506,              0.0009506,              0.0009506
                     56,                 0.8411,                0.70512,                0.54397,                 1.1724,                 0.9844,                0.96109,                0.99148,                  0.811,                0.96246,                0.93774,                0.97658,                0.56827,                0.66119,                0.56062,                0.45161,                 1.1051,              0.0009308,              0.0009308,              0.0009308
                     57,                0.85961,                0.69163,                0.56275,                 1.1869,                0.96901,                0.97329,                0.99141,                0.80801,                0.95342,                0.95582,                0.98289,                 0.6051,                   0.71,                0.52528,                0.46745,                 1.1281,               0.000911,               0.000911,               0.000911
                     58,                0.84407,                0.73014,                0.54619,                 1.1701,                0.96753,                0.96887,                0.98925,                 0.8161,                0.95578,                 0.9572,                0.98063,                0.57402,                0.67988,                 0.5447,                0.44737,                 1.1289,              0.0008912,              0.0008912,              0.0008912
                     59,                0.82865,                0.70643,                0.53895,                 1.1663,                0.96544,                0.97826,                0.99162,                0.82585,                0.95392,                0.96659,                0.98297,                0.56664,                0.62904,                 0.5725,                  0.426,                 1.0778,              0.0008714,              0.0008714,              0.0008714
                     60,                0.83267,                 0.7071,                0.52861,                 1.1548,                0.96922,                0.96887,                0.99037,                0.84274,                  0.957,                0.95268,                0.98407,                0.61634,                0.60108,                0.52476,                 0.4099,                 1.0632,              0.0008516,              0.0008516,              0.0008516
                     61,                0.78855,                0.70695,                0.52384,                 1.1347,                0.98023,                0.96463,                0.99177,                0.83597,                0.96441,                0.94907,                0.97955,                0.58262,                0.61434,                0.57744,                0.42758,                 1.0844,              0.0008318,              0.0008318,              0.0008318
                     62,                0.78235,                0.71222,                0.51251,                 1.1425,                0.97679,                0.96109,                0.98978,                0.84785,                0.97224,                0.96498,                0.98631,                 0.6025,                0.57178,                0.55477,                0.41557,                 1.0467,               0.000812,               0.000812,               0.000812
                     63,                0.81294,                 0.7031,                0.52853,                 1.1483,                0.98025,                0.96548,                 0.9915,                 0.8083,                0.96448,                0.95082,                0.98121,                0.54874,                0.68129,                0.56672,                0.43205,                 1.0846,              0.0007922,              0.0007922,              0.0007922
                     64,                0.78782,                0.70218,                0.51297,                 1.1461,                0.97236,                0.97276,                0.99282,                0.85425,                0.95681,                 0.9572,                 0.9853,                0.60124,                0.56809,                0.56369,                0.40374,                 1.0449,              0.0007724,              0.0007724,              0.0007724
                     65,                0.78097,                 0.6987,                0.50618,                  1.136,                0.97646,                0.96822,                0.99135,                0.84885,                0.96448,                 0.9572,                0.98445,                0.60516,                0.58746,                0.54505,                0.40702,                 1.0578,              0.0007526,              0.0007526,              0.0007526
                     66,                0.79919,                0.71688,                0.51271,                 1.1521,                0.96735,                0.97665,                0.99251,                0.82966,                0.96837,                0.95306,                0.98447,                0.56998,                0.61847,                  0.564,                0.41342,                 1.0663,              0.0007328,              0.0007328,              0.0007328
                     67,                0.79851,                0.72844,                0.52003,                 1.1339,                0.96433,                0.97665,                0.99115,                0.83153,                0.95263,                0.96498,                0.98102,                0.59164,                 0.6254,                0.54515,                 0.4234,                 1.0694,               0.000713,               0.000713,               0.000713
                     68,                0.79966,                0.71702,                0.51137,                 1.1349,                0.96286,                0.96109,                0.99131,                0.83783,                0.95027,                0.94942,                 0.9822,                0.61354,                0.58021,                0.52384,                0.40765,                  1.042,              0.0006932,              0.0006932,              0.0006932
                     69,                0.78515,                0.69619,                0.50665,                 1.1106,                 0.9648,                0.98054,                0.99227,                0.85259,                0.94995,                0.96498,                0.98161,                0.57063,                0.60448,                0.54371,                0.41493,                 1.0551,              0.0006734,              0.0006734,              0.0006734
                     70,                0.78191,                0.68678,                0.51085,                 1.1218,                0.98539,                0.97665,                0.99221,                0.84582,                0.97391,                0.96498,                 0.9832,                0.54874,                 0.5758,                0.59968,                0.40226,                 1.0388,              0.0006536,              0.0006536,              0.0006536
                     71,                0.76846,                0.70445,                0.50031,                 1.1105,                0.97282,                0.97479,                0.99244,                0.84991,                0.95729,                0.95942,                 0.9805,                0.59244,                0.57332,                0.55183,                0.39677,                 1.0359,              0.0006338,              0.0006338,              0.0006338
                     72,                0.78386,                0.70727,                0.50851,                 1.1236,                0.98013,                0.95963,                0.99207,                0.85693,                0.96469,                0.94163,                0.98091,                0.60279,                0.55915,                0.53753,                 0.3964,                 1.0398,               0.000614,               0.000614,               0.000614
                     73,                0.74752,                0.69788,                0.48637,                 1.1103,                0.97325,                0.97665,                0.99259,                0.85881,                0.95765,                0.96109,                0.98253,                0.60549,                0.54659,                0.55668,                 0.3888,                 1.0276,              0.0005942,              0.0005942,              0.0005942
                     74,                0.74582,                0.68065,                0.49278,                 1.0911,                0.96207,                0.98682,                0.99265,                0.85891,                0.95069,                0.97515,                0.98324,                0.59395,                0.56627,                0.55547,                  0.392,                 1.0306,              0.0005744,              0.0005744,              0.0005744
                     75,                0.74352,                0.71802,                0.48627,                 1.0885,                0.96869,                0.98444,                0.99353,                0.86024,                0.94541,                0.96109,                0.98291,                0.62476,                0.55532,                0.52215,                0.39034,                  1.031,              0.0005546,              0.0005546,              0.0005546
                     76,                0.72959,                 0.6907,                0.47957,                  1.103,                0.97413,                0.98054,                0.99314,                0.85752,                0.97239,                0.95938,                0.98352,                0.60259,                0.56467,                0.55423,                0.39653,                  1.028,              0.0005348,              0.0005348,              0.0005348
                     77,                0.72912,                 0.6929,                0.48162,                 1.1022,                0.97126,                0.98833,                0.99349,                 0.8461,                0.94814,                0.96498,                0.98066,                0.58186,                0.57602,                0.56894,                0.39093,                 1.0404,               0.000515,               0.000515,               0.000515
                     78,                0.72256,                0.67692,                 0.4821,                 1.0758,                0.96579,                0.98854,                0.99299,                0.85583,                0.94678,                0.96908,                0.97899,                0.57902,                0.55223,                0.54714,                0.38187,                 1.0231,              0.0004952,              0.0004952,              0.0004952
                     79,                0.73721,                0.70629,                0.48028,                 1.0803,                0.96161,                0.98833,                0.99359,                0.85656,                 0.9683,                0.95092,                0.98303,                0.60847,                0.53655,                 0.5299,                0.37464,                  1.008,              0.0004754,              0.0004754,              0.0004754
                     80,                0.71099,                0.69566,                0.46842,                  1.081,                0.99171,                0.96109,                0.99343,                0.85657,                0.98153,                0.94553,                0.98388,                0.60972,                0.55778,                0.53727,                0.37672,                 1.0158,              0.0004556,              0.0004556,              0.0004556
                     81,                0.71838,                0.68495,                0.47067,                 1.0649,                0.99398,                0.96498,                0.99361,                0.86195,                0.97763,                0.94942,                0.98331,                0.60078,                0.53668,                0.53992,                0.37408,                 1.0145,              0.0004358,              0.0004358,              0.0004358
                     82,                0.71121,                0.68272,                0.46834,                 1.0658,                0.98059,                0.98287,                0.99346,                0.85207,                0.96486,                0.96153,                0.98016,                0.60672,                0.55036,                0.53769,                0.38158,                  1.016,               0.000416,               0.000416,               0.000416
                     83,                 0.7063,                0.66625,                0.47036,                 1.0767,                 0.9849,                0.97665,                0.99385,                0.84979,                 0.9571,                0.95497,                0.97332,                0.56318,                0.55235,                0.57074,                0.38026,                 1.0233,              0.0003962,              0.0003962,              0.0003962
                     84,                 0.7076,                0.67805,                0.46663,                 1.0767,                0.97696,                0.99007,                0.99387,                0.85719,                0.96163,                0.97509,                0.98426,                0.57452,                0.53147,                0.55061,                0.37166,                 1.0093,              0.0003764,              0.0003764,              0.0003764
                     85,                0.68336,                0.68995,                0.45552,                 1.0588,                0.98052,                0.97932,                0.99374,                0.86153,                0.96883,                0.96765,                0.98381,                0.58303,                0.52532,                0.55484,                0.36432,                  1.012,              0.0003566,              0.0003566,              0.0003566
                     86,                0.68604,                0.68684,                0.45045,                 1.0656,                 0.9768,                0.98282,                0.99363,                0.87246,                0.96135,                0.96777,                0.98433,                0.58778,                0.52397,                0.54484,                0.36862,                 1.0001,              0.0003368,              0.0003368,              0.0003368
                     87,                0.68446,                0.67332,                0.45346,                 1.0531,                 0.9769,                 0.9874,                0.99384,                0.86887,                0.95766,                0.96803,                0.98136,                0.58896,                0.52791,                0.55359,                0.36587,                 1.0003,               0.000317,               0.000317,               0.000317
                     88,                 0.6771,                0.67757,                0.44743,                 1.0434,                0.99212,                0.98015,                0.99461,                0.86232,                0.98031,                0.96848,                0.98432,                0.57742,                0.51927,                0.56421,                0.36346,                0.99618,              0.0002972,              0.0002972,              0.0002972
                     89,                0.67593,                0.65774,                0.44993,                  1.056,                0.98984,                0.98054,                0.99457,                0.86691,                0.95593,                0.95331,                0.97172,                0.55466,                0.52938,                0.59108,                0.36215,                0.99953,              0.0002774,              0.0002774,              0.0002774
                     90,                 0.6707,                0.67288,                0.45431,                 1.0402,                0.98071,                 0.9893,                0.99441,                0.87185,                0.96829,                0.95057,                0.97844,                0.59087,                0.51327,                0.56189,                0.35856,                0.98992,              0.0002576,              0.0002576,              0.0002576
                     91,                0.68083,                0.66345,                 0.4492,                 1.0535,                0.97768,                0.97665,                0.99389,                0.84528,                0.96567,                0.96498,                0.98283,                0.56415,                 0.5503,                0.55956,                 0.3703,                 1.0076,              0.0002378,              0.0002378,              0.0002378
                     92,                0.66913,                0.68847,                0.44725,                  1.044,                0.99113,                0.96498,                0.99342,                0.86962,                0.97714,                0.95331,                0.98377,                0.61078,                 0.5193,                0.52958,                0.36146,                0.99064,               0.000218,               0.000218,               0.000218
                     93,                0.65666,                0.66819,                 0.4403,                 1.0335,                0.98894,                0.96498,                 0.9937,                  0.873,                0.97229,                0.95562,                0.98454,                0.60192,                0.51486,                0.53417,                0.35759,                 0.9913,              0.0001982,              0.0001982,              0.0001982
                     94,                0.66853,                0.65954,                0.44741,                 1.0399,                0.98808,                0.96724,                0.99366,                0.87214,                0.97218,                0.95174,                0.98335,                0.60519,                0.50992,                0.54407,                0.34993,                0.98372,              0.0001784,              0.0001784,              0.0001784
                     95,                0.66936,                0.67539,                0.44331,                 1.0499,                0.99561,                0.96887,                0.99431,                0.86304,                0.97429,                0.94942,                0.98199,                0.60798,                0.52449,                0.51451,                0.35709,                0.98602,              0.0001586,              0.0001586,              0.0001586
                     96,                0.64572,                0.66826,                0.43652,                 1.0282,                0.98048,                0.97744,                0.99388,                 0.8764,                0.96273,                0.95331,                0.98151,                0.58803,                0.50554,                0.54143,                0.35298,                0.98247,              0.0001388,              0.0001388,              0.0001388
                     97,                0.64825,                0.65189,                0.43797,                 1.0297,                0.97671,                0.97916,                0.99408,                0.87871,                0.96317,                0.96109,                0.97753,                0.60818,                 0.5142,                0.52952,                0.35254,                0.98462,               0.000119,               0.000119,               0.000119
                     98,                0.65743,                0.68573,                 0.4381,                 1.0482,                0.98827,                0.98377,                0.99461,                0.86987,                0.96806,                0.94353,                0.97097,                0.58115,                0.51054,                0.55938,                0.35359,                0.98282,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.64888,                0.66684,                0.43193,                 1.0465,                0.96654,                0.98054,                0.99368,                0.87741,                 0.9607,                0.95131,                0.98229,                0.61101,                0.50461,                0.51849,                0.34711,                   0.98,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.64449,                 0.6667,                0.43781,                 1.0327,                0.98058,                0.98211,                0.99461,                0.87471,                0.97939,                0.95331,                0.98288,                0.58572,                0.50074,                0.55106,                0.34565,                0.97955,               5.96e-05,               5.96e-05,               5.96e-05
