                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.68289,                0.79587,                 0.4995,                0.89361,                0.94373,                 0.9572,                0.97766,                0.83996,                0.96369,                0.92996,                 0.9727,                0.52768,                0.55398,                0.62046,                0.41799,                0.84269,               0.008911,               0.008911,               0.008911
                     14,                0.68022,                0.77057,                0.50877,                0.89041,                0.97276,                0.97254,                0.98543,                0.83671,                 0.9652,                0.96498,                0.97985,                0.50591,                0.55906,                0.63245,                  0.423,                0.84685,               0.008812,               0.008812,               0.008812
                     15,                0.67891,                0.78599,                0.49758,                 0.8934,                0.96707,                0.96109,                0.98648,                0.84766,                0.97393,                0.93774,                0.97532,                0.57207,                0.54254,                0.57138,                0.40537,                0.84803,               0.008713,               0.008713,               0.008713
                     16,                0.66683,                0.75186,                 0.4947,                0.88772,                 0.9763,                0.97665,                0.98765,                0.85747,                0.96852,                0.96887,                0.98732,                0.62257,                0.53136,                 0.5571,                0.39167,                0.84403,               0.008614,               0.008614,               0.008614
                     17,                0.67061,                0.75639,                0.48816,                0.88985,                0.97268,                0.96962,                0.98825,                0.86448,                0.94535,                0.94238,                0.95972,                0.50226,                0.53764,                0.70808,                0.39336,                0.84232,               0.008515,               0.008515,               0.008515
                     18,                0.65678,                0.75245,                0.48148,                0.88543,                0.97303,                0.97276,                0.98585,                0.86143,                0.95912,                 0.9572,                0.97869,                 0.6009,                0.52625,                0.55949,                  0.379,                0.84586,               0.008416,               0.008416,               0.008416
                     19,                 0.6567,                0.73419,                0.47927,                0.87794,                0.97809,                0.96109,                 0.9892,                0.85974,                0.96832,                0.94553,                0.98189,                0.58515,                0.52753,                0.55648,                0.37982,                0.84119,               0.008317,               0.008317,               0.008317
                     20,                0.65069,                0.74281,                0.48092,                0.88164,                0.97248,                0.95331,                0.98413,                 0.8592,                0.97073,                0.94163,                0.96818,                0.54261,                0.50856,                0.65432,                0.38118,                0.83454,               0.008218,               0.008218,               0.008218
                     21,                0.65888,                0.73379,                0.48083,                0.88141,                 0.9677,                0.97665,                 0.9905,                0.86703,                0.96493,                0.96359,                0.98938,                0.57824,                0.50254,                0.57801,                0.37333,                0.84364,               0.008119,               0.008119,               0.008119
                     22,                0.62944,                 0.7256,                0.46529,                0.87442,                0.97704,                0.97665,                0.99118,                0.86248,                 0.9637,                0.96498,                0.98906,                0.59191,                0.52988,                0.57507,                0.36891,                0.84161,                0.00802,                0.00802,                0.00802
                     23,                0.67018,                0.73084,                0.47459,                0.88889,                0.93664,                0.97788,                 0.9894,                0.84983,                0.95215,                0.92916,                0.97518,                0.55455,                0.55721,                0.59434,                0.38832,                0.84999,               0.007921,               0.007921,               0.007921
                     24,                0.63808,                0.70968,                0.45772,                0.88694,                0.95054,                0.98054,                0.98755,                0.86985,                0.95567,                0.91829,                0.96144,                 0.5137,                0.49511,                0.63358,                0.37354,                0.83801,               0.007822,               0.007822,               0.007822
                     25,                0.62559,                0.72339,                0.45025,                0.87674,                0.97627,                0.98054,                0.99145,                0.86199,                0.97034,                0.93774,                0.98465,                0.56668,                0.50889,                0.58753,                0.35313,                0.83164,               0.007723,               0.007723,               0.007723
                     26,                0.61289,                0.70773,                 0.4454,                0.86792,                0.94064,                0.99222,                0.98855,                0.85652,                0.92213,                0.97276,                0.97396,                0.52348,                0.53336,                0.64029,                0.37553,                0.84788,               0.007624,               0.007624,               0.007624
                     27,                0.61512,                0.74783,                0.44275,                0.87187,                0.98103,                0.96109,                0.99219,                0.87088,                0.98374,                0.94139,                0.97395,                0.56872,                0.48412,                 0.5782,                0.35184,                0.83308,               0.007525,               0.007525,               0.007525
                     28,                0.60988,                0.69014,                0.44514,                0.87034,                0.96021,                0.96109,                 0.9823,                0.86319,                0.95457,                0.94942,                0.98151,                0.60168,                 0.5128,                0.55436,                0.37554,                0.83616,               0.007426,               0.007426,               0.007426
                     29,                0.60578,                0.71953,                0.43909,                0.86601,                0.96244,                 0.9572,                0.98766,                0.85862,                 0.9629,                0.93385,                0.97847,                0.58457,                0.49641,                0.55215,                0.35799,                0.83887,               0.007327,               0.007327,               0.007327
                     30,                0.60517,                0.68811,                0.44779,                0.87128,                0.97525,                0.98054,                0.99122,                0.87587,                0.96364,                0.96887,                0.98218,                0.58312,                0.46056,                0.58417,                0.34833,                0.83487,               0.007228,               0.007228,               0.007228
                     31,                0.61608,                0.71372,                0.43879,                0.87209,                0.98221,                0.99222,                0.99421,                0.87674,                0.95954,                0.96887,                0.98299,                0.56876,                0.48314,                0.53883,                 0.3475,                0.83694,               0.007129,               0.007129,               0.007129
                     32,                0.60423,                0.69166,                0.42931,                0.86772,                0.98256,                0.96498,                0.99309,                0.87189,                0.96671,                0.94942,                0.98226,                0.57748,                 0.4899,                0.57345,                0.36347,                0.83778,                0.00703,                0.00703,                0.00703
                     33,                0.59972,                0.72804,                0.42559,                0.86464,                0.98202,                0.96498,                0.99116,                0.85806,                0.95197,                0.92536,                0.95583,                0.48644,                0.48726,                0.66521,                0.34759,                0.83087,               0.006931,               0.006931,               0.006931
                     34,                0.59733,                0.71187,                 0.4259,                0.86719,                0.96797,                0.97276,                0.99088,                0.87812,                0.97452,                0.94942,                0.97946,                0.53704,                0.48536,                 0.6063,                0.34923,                0.83085,               0.006832,               0.006832,               0.006832
                     35,                0.59986,                0.72383,                0.43203,                0.86449,                0.97209,                0.99611,                 0.9937,                 0.8624,                0.96616,                0.98054,                0.99193,                 0.5626,                0.51471,                0.59239,                0.35528,                 0.8385,               0.006733,               0.006733,               0.006733
                     36,                0.58634,                0.68255,                0.41705,                0.86385,                0.96558,                0.99611,                0.99297,                0.88519,                0.95427,                0.98444,                0.98982,                0.56362,                0.47953,                0.57684,                0.32967,                0.83028,               0.006634,               0.006634,               0.006634
                     37,                0.59936,                0.70884,                0.42491,                0.86254,                0.96743,                0.97665,                0.99214,                0.87119,                0.96883,                0.96757,                0.98707,                0.61903,                0.49099,                0.52557,                0.34176,                0.83212,               0.006535,               0.006535,               0.006535
                     38,                0.58574,                0.69864,                0.41299,                0.86017,                0.97275,                0.97216,                0.99315,                0.88357,                0.97471,                0.93385,                0.97398,                0.54612,                0.47623,                0.58482,                 0.3253,                0.83326,               0.006436,               0.006436,               0.006436
                     39,                0.58929,                0.70913,                0.40326,                0.85748,                0.97273,                0.97161,                0.99249,                 0.8845,                0.94619,                0.94942,                0.98202,                0.58033,                0.45688,                0.58168,                0.33062,                0.82763,               0.006337,               0.006337,               0.006337
                     40,                0.56819,                0.69227,                 0.4025,                0.85289,                0.97285,                  0.976,                 0.9914,                 0.8747,                0.97972,                0.93994,                0.98627,                 0.5684,                0.48434,                0.54138,                0.33029,                0.82866,               0.006238,               0.006238,               0.006238
                     41,                0.56175,                 0.6847,                0.40421,                0.85866,                0.96696,                0.99611,                0.99328,                 0.8823,                0.98049,                0.97276,                0.99228,                0.57586,                0.46241,                0.55685,                0.31271,                0.82557,               0.006139,               0.006139,               0.006139
                     42,                0.55951,                0.70117,                 0.3991,                0.85239,                0.98084,                0.99598,                 0.9929,                0.88268,                0.95019,                0.96498,                0.96934,                0.57351,                0.46263,                0.56872,                0.31919,                 0.8244,                0.00604,                0.00604,                0.00604
                     43,                0.57206,                 0.6708,                0.40906,                0.85319,                0.96517,                0.98833,                0.99222,                0.88508,                0.94617,                0.96887,                0.97574,                 0.5803,                 0.4683,                0.55653,                 0.3203,                0.82726,               0.005941,               0.005941,               0.005941
                     44,                 0.5608,                 0.6603,                0.39092,                0.85105,                0.96193,                0.98054,                0.99277,                 0.8856,                0.95048,                0.96887,                0.98415,                0.58708,                0.46673,                0.53342,                0.31461,                0.82785,               0.005842,               0.005842,               0.005842
                     45,                0.56678,                0.68516,                0.39843,                0.85584,                0.95565,                0.98833,                0.99238,                 0.8852,                0.95314,                0.96887,                0.98327,                0.56959,                0.47592,                0.59647,                0.32266,                0.82997,               0.005743,               0.005743,               0.005743
                     46,                0.56031,                0.69728,                0.39481,                0.84683,                0.96301,                      1,                0.98985,                0.88836,                0.95141,                0.98833,                0.98327,                0.60793,                0.45893,                0.53536,                 0.3173,                0.82418,               0.005644,               0.005644,               0.005644
                     47,                0.55711,                0.70045,                0.39655,                0.85921,                0.96932,                0.98342,                 0.9916,                0.88491,                0.95658,                0.96887,                0.98572,                0.60356,                 0.4693,                 0.5228,                0.32094,                0.82847,               0.005545,               0.005545,               0.005545
                     48,                0.54282,                0.68755,                0.38664,                0.84453,                0.97578,                0.98444,                0.99102,                0.88918,                0.97936,                0.92319,                0.97298,                0.60479,                0.46096,                0.54862,                0.32225,                0.82715,               0.005446,               0.005446,               0.005446
                     49,                0.54107,                0.67314,                0.38443,                 0.8498,                0.98416,                0.97665,                0.99227,                0.90254,                0.97957,                0.96887,                0.98415,                0.60376,                 0.4329,                 0.5259,                0.29987,                 0.8211,               0.005347,               0.005347,               0.005347
                     50,                0.53108,                 0.7068,                0.38026,                0.84179,                0.98015,                0.99611,                0.99356,                0.89495,                0.96101,                0.97665,                0.98453,                0.60386,                0.44781,                0.52411,                0.30122,                0.81977,               0.005248,               0.005248,               0.005248
                     51,                0.54136,                0.65479,                0.38124,                0.84651,                 0.9698,                0.99948,                0.99252,                0.89722,                 0.9547,                0.98396,                0.98831,                0.60303,                0.46859,                0.54568,                0.29767,                0.82458,               0.005149,               0.005149,               0.005149
                     52,                0.53542,                0.66639,                 0.3788,                0.85118,                0.97569,                0.99611,                 0.9924,                0.90221,                0.96044,                0.98054,                0.98444,                0.61677,                0.43709,                0.52814,                 0.3036,                0.82165,                0.00505,                0.00505,                0.00505
                     53,                0.53495,                0.65585,                0.38742,                0.84569,                0.98818,                0.97608,                0.99281,                0.86753,                0.95273,                0.94118,                0.97331,                0.54335,                0.46589,                0.62756,                0.35816,                0.82868,               0.004951,               0.004951,               0.004951
                     54,                0.52887,                0.65963,                 0.3749,                0.84936,                0.98371,                0.98833,                0.99306,                0.90058,                0.97641,                0.96646,                0.99045,                0.55101,                0.43034,                0.58219,                0.29554,                0.81802,               0.004852,               0.004852,               0.004852
                     55,                0.53089,                0.65814,                0.37775,                0.84488,                0.97994,                0.98833,                0.99359,                0.90329,                0.96144,                0.97018,                0.98975,                0.59364,                0.43519,                0.55845,                0.29285,                0.82083,               0.004753,               0.004753,               0.004753
                     56,                0.52563,                0.66629,                0.36517,                 0.8392,                0.98061,                0.98378,                 0.9933,                0.89796,                0.97285,                  0.976,                0.98971,                0.56912,                0.45097,                0.54835,                 0.2917,                 0.8248,               0.004654,               0.004654,               0.004654
                     57,                0.52664,                0.64576,                0.37696,                0.84369,                0.97088,                0.98833,                 0.9937,                0.89838,                0.97628,                0.96069,                0.98381,                0.62112,                0.44292,                0.52693,                0.29689,                0.82213,               0.004555,               0.004555,               0.004555
                     58,                0.51311,                0.66013,                0.36303,                 0.8363,                0.97702,                0.99271,                0.99326,                0.90405,                0.96171,                0.97738,                0.98916,                0.62985,                0.42212,                0.52237,                 0.2879,                0.81568,               0.004456,               0.004456,               0.004456
                     59,                0.51404,                 0.6531,                0.37035,                0.83462,                0.97257,                0.99222,                0.99333,                0.89846,                0.94963,                0.96887,                0.97565,                0.58223,                0.44366,                0.52912,                0.30496,                0.82136,               0.004357,               0.004357,               0.004357
                     60,                 0.5154,                0.64241,                0.36359,                0.83539,                0.96846,                0.99222,                0.99196,                 0.9034,                0.94185,                0.96498,                0.96951,                0.61269,                0.43456,                0.50519,                 0.2846,                0.81944,               0.004258,               0.004258,               0.004258
                     61,                0.51377,                 0.6541,                0.36252,                0.84187,                0.97142,                0.99222,                0.99308,                0.91417,                0.95613,                0.97665,                 0.9837,                0.60695,                0.41788,                0.50891,                0.28261,                0.81761,               0.004159,               0.004159,               0.004159
                     62,                0.50345,                0.65602,                0.35679,                0.83167,                0.97667,                      1,                0.99317,                0.91261,                0.95759,                0.98054,                0.98707,                0.60707,                0.41597,                0.52254,                0.28034,                0.81213,                0.00406,                0.00406,                0.00406
                     63,                0.50798,                0.64541,                0.36202,                0.83926,                0.97981,                0.99222,                0.99376,                0.90972,                0.96817,                0.98054,                0.98637,                0.59463,                0.41657,                0.54903,                0.28324,                0.81898,               0.003961,               0.003961,               0.003961
                     64,                0.50551,                0.64686,                0.34898,                0.83832,                0.98454,                0.99121,                0.99311,                 0.9121,                0.97078,                0.98054,                0.98509,                0.59629,                0.41657,                0.54254,                0.26727,                0.81702,               0.003862,               0.003862,               0.003862
                     65,                 0.5196,                0.64352,                0.35306,                0.83771,                0.97391,                0.98833,                0.99361,                0.90117,                0.96208,                0.98733,                0.99231,                0.62585,                0.43078,                0.50264,                0.28267,                0.81822,               0.003763,               0.003763,               0.003763
                     66,                0.52184,                 0.6591,                0.35871,                 0.8405,                0.98831,                0.98703,                0.99417,                0.90055,                0.96494,                0.96369,                0.97168,                0.61081,                0.43402,                0.50621,                0.28062,                0.81959,               0.003664,               0.003664,               0.003664
                     67,                0.50863,                0.65279,                0.35316,                 0.8378,                0.97697,                0.99222,                0.99422,                0.90307,                0.96544,                0.98054,                0.98553,                0.59207,                0.43082,                0.53751,                0.28831,                0.81736,               0.003565,               0.003565,               0.003565
                     68,                0.50857,                0.64925,                0.34752,                0.83484,                0.97649,                0.99611,                0.99405,                0.91396,                0.95358,                0.97276,                0.98619,                0.60447,                0.42445,                0.52581,                0.26911,                0.81832,               0.003466,               0.003466,               0.003466
                     69,                0.49433,                0.64806,                0.33568,                0.82819,                0.98737,                0.99222,                0.99441,                0.91215,                0.96509,                0.96814,                0.98538,                0.61449,                0.40349,                0.51408,                0.26578,                 0.8155,               0.003367,               0.003367,               0.003367
                     70,                0.48834,                0.63649,                0.34086,                0.83087,                0.96882,                0.99611,                0.99287,                 0.9035,                0.95039,                  0.969,                0.98397,                0.55752,                 0.4238,                0.60032,                0.27347,                0.81629,               0.003268,               0.003268,               0.003268
                     71,                 0.4869,                0.63286,                0.33824,                0.82992,                0.98441,                0.98291,                0.99407,                0.91653,                0.96882,                0.96735,                0.98881,                0.61163,                0.39301,                0.51424,                0.26307,                0.81261,               0.003169,               0.003169,               0.003169
                     72,                0.49055,                0.65549,                0.33542,                0.83006,                0.98443,                0.98444,                0.99438,                0.91055,                0.97275,                0.97276,                0.98811,                0.63464,                0.40173,                 0.4976,                0.26689,                0.81232,                0.00307,                0.00307,                0.00307
                     73,                0.48015,                0.64041,                 0.3291,                0.82929,                0.98526,                0.98444,                 0.9941,                0.90705,                0.96549,                0.96498,                0.98443,                0.59592,                0.41996,                0.54796,                0.26479,                0.81448,               0.002971,               0.002971,               0.002971
                     74,                0.47951,                0.62556,                0.33561,                0.83088,                0.98004,                0.99611,                0.99417,                0.91997,                0.97656,                0.97271,                0.98607,                0.62568,                0.40216,                0.50324,                0.25762,                0.81004,               0.002872,               0.002872,               0.002872
                     75,                0.48237,                0.66862,                0.33363,                0.82668,                0.97149,                0.98833,                0.99345,                0.91508,                0.95978,                0.97665,                0.98565,                0.64402,                0.39982,                0.49582,                0.25652,                 0.8119,               0.002773,               0.002773,               0.002773
                     76,                0.47286,                0.63954,                0.32467,                 0.8282,                0.98964,                0.98444,                0.99461,                0.91048,                0.97073,                0.96498,                0.98313,                0.60512,                0.41235,                0.52087,                0.26175,                0.81148,               0.002674,               0.002674,               0.002674
                     77,                0.47441,                 0.6383,                 0.3242,                0.82418,                0.99216,                0.98444,                0.99484,                0.91308,                0.98696,                0.97665,                0.98749,                0.60985,                  0.413,                0.52655,                 0.2547,                0.81314,               0.002575,               0.002575,               0.002575
                     78,                0.47287,                0.62017,                0.32168,                0.82359,                0.98821,                0.97851,                0.99427,                  0.905,                 0.9725,                0.96331,                0.98444,                0.60531,                0.42137,                0.51538,                0.26191,                0.81787,               0.002476,               0.002476,               0.002476
                     79,                0.47953,                 0.6416,                0.32857,                0.82783,                0.98357,                0.98444,                0.99442,                0.90918,                0.97191,                0.97276,                0.98657,                0.61917,                 0.4154,                0.51005,                0.25968,                0.81596,               0.002377,               0.002377,               0.002377
                     80,                0.47462,                0.62934,                0.32018,                0.82619,                0.97783,                0.98054,                 0.9939,                0.90744,                0.97999,                0.95273,                 0.9864,                0.61365,                0.42091,                0.52729,                 0.2524,                0.81409,               0.002278,               0.002278,               0.002278
                     81,                0.47612,                0.61888,                0.32442,                 0.8278,                0.98478,                0.98444,                0.99426,                 0.9075,                0.97694,                0.96498,                0.98556,                0.61722,                0.42053,                0.51775,                 0.2529,                0.81502,               0.002179,               0.002179,               0.002179
                     82,                0.47264,                0.61308,                0.31862,                0.82661,                 0.9849,                0.98833,                0.99351,                0.90624,                 0.9653,                0.96887,                0.98434,                0.62643,                0.41299,                0.49633,                0.25458,                0.81515,                0.00208,                0.00208,                0.00208
                     83,                0.47283,                0.61961,                0.31845,                0.82683,                0.97708,                0.99544,                0.99446,                 0.9119,                0.96563,                0.98377,                0.98615,                0.61816,                0.40524,                0.50692,                0.25011,                0.81119,               0.001981,               0.001981,               0.001981
                     84,                0.45776,                0.61702,                0.31179,                0.82728,                0.98605,                0.98444,                0.99441,                0.92224,                  0.978,                0.97276,                 0.9861,                 0.6087,                0.38515,                0.51042,                0.24526,                0.80972,               0.001882,               0.001882,               0.001882
                     85,                0.45208,                0.62681,                0.30587,                0.81943,                0.98455,                 0.9916,                0.99445,                0.92207,                0.96523,                0.97217,                0.98233,                0.60662,                0.39465,                0.52582,                0.24152,                0.81118,               0.001783,               0.001783,               0.001783
                     86,                0.46004,                0.62771,                0.30869,                0.82411,                0.98681,                0.98833,                0.99386,                0.92677,                0.97047,                0.97276,                0.98434,                0.62081,                0.39609,                0.51815,                0.24514,                0.81094,               0.001684,               0.001684,               0.001684
                     87,                0.45942,                0.62564,                0.30741,                0.82318,                0.98059,                0.98833,                0.99376,                0.92404,                0.96896,                0.97665,                0.98593,                0.62541,                0.38626,                0.49947,                 0.2396,                0.80906,               0.001585,               0.001585,               0.001585
                     88,                0.45769,                0.60956,                0.30325,                0.81731,                0.97977,                0.98833,                0.99433,                0.92752,                0.96434,                0.97276,                0.98587,                0.61139,                0.38152,                 0.5302,                0.24065,                0.80723,               0.001486,               0.001486,               0.001486
                     89,                0.45055,                0.59431,                0.30097,                0.82233,                0.98077,                0.99221,                0.99434,                0.92205,                0.96151,                0.97276,                0.97941,                0.59733,                 0.3885,                0.55271,                0.23766,                0.80791,               0.001387,               0.001387,               0.001387
                     90,                0.44422,                0.59714,                0.29823,                0.81946,                0.97701,                0.99214,                0.99449,                0.92217,                0.96168,                 0.9766,                0.98521,                0.62189,                0.38187,                0.51976,                0.23695,                0.80741,               0.001288,               0.001288,               0.001288
                     91,                  0.438,                0.59661,                0.29685,                0.81758,                0.98826,                0.98231,                0.99469,                0.92496,                0.97656,                0.97264,                0.98881,                0.61754,                0.37643,                0.51573,                0.23422,                0.80864,               0.001189,               0.001189,               0.001189
                     92,                0.44306,                0.62649,                0.29327,                0.81792,                0.98083,                0.99567,                0.99461,                0.92591,                0.96141,                0.98054,                0.98714,                0.62215,                0.37497,                0.51954,                0.23002,                0.80613,                0.00109,                0.00109,                0.00109
                     93,                0.43373,                0.60819,                0.29148,                0.81599,                 0.9849,                0.98833,                0.99445,                0.92426,                0.96799,                0.96887,                0.98689,                0.60353,                0.37606,                0.53333,                0.23161,                0.80562,               0.000991,               0.000991,               0.000991
                     94,                 0.4413,                0.59937,                0.29334,                0.81713,                 0.9846,                 0.9953,                0.99441,                0.92752,                0.96563,                0.98383,                0.98737,                0.61753,                0.37291,                0.51855,                 0.2304,                0.80636,               0.000892,               0.000892,               0.000892
                     95,                0.42902,                0.60921,                0.28761,                0.81706,                0.98077,                0.99209,                0.99433,                0.92751,                0.96923,                0.98042,                0.98861,                0.62455,                0.37435,                0.49946,                0.23324,                0.80535,               0.000793,               0.000793,               0.000793
                     96,                0.42906,                0.60128,                0.28844,                0.81512,                0.98077,                0.99219,                0.99445,                 0.9248,                0.96923,                0.98054,                0.98806,                0.60115,                0.37918,                 0.5291,                  0.231,                0.80761,               0.000694,               0.000694,               0.000694
                     97,                0.42586,                 0.5972,                0.28459,                0.81219,                0.98461,                0.99601,                0.99465,                0.92733,                0.96923,                0.98048,                0.98786,                0.61437,                0.36683,                0.51505,                0.22438,                 0.8058,               0.000595,               0.000595,               0.000595
                     98,                0.43216,                0.63004,                0.28268,                 0.8217,                0.98426,                0.99611,                0.99469,                0.92913,                0.97044,                0.97665,                0.98775,                0.61404,                 0.3701,                0.52626,                0.22327,                 0.8065,               0.000496,               0.000496,               0.000496
                     99,                0.41874,                0.60295,                0.28264,                0.81333,                0.98022,                0.98833,                0.99461,                0.92748,                0.96865,                0.97665,                0.98836,                0.62085,                 0.3733,                0.52085,                0.22295,                0.80702,               0.000397,               0.000397,               0.000397
                    100,                0.42446,                0.60195,                0.27885,                 0.8196,                0.98512,                0.98833,                0.99473,                0.93009,                0.97349,                0.97665,                0.98815,                0.62519,                0.36845,                0.50835,                0.22228,                0.80662,               0.000298,               0.000298,               0.000298
